Latitude,Longitude
22.49461746,88.31652069
22.49456024,88.31650543
22.49453163,88.31652069
22.4944706,88.31650543
22.49436378,88.31647491
22.49435234,88.31643677
22.49432373,88.31637573
22.49438095,88.31633759
22.49440575,88.31624603
22.49423409,88.31627655
22.49417305,88.31626129
22.49414444,88.31626129
22.49420166,88.31633759
22.49416161,88.31636047
22.49419022,88.31639099
22.49417686,88.31640625
22.49416542,88.31640625
22.49418449,88.31642151
22.49419403,88.31642151
22.49419785,88.31642151
22.49408722,88.31637573
22.49391747,88.31627655
22.49383163,88.31613159
22.49379158,88.31614685
22.49362755,88.31616211
22.49365616,88.31601715
22.4935379,88.31600189
22.49340439,88.31596375
22.49336815,88.31604767
22.49317169,88.31590271
22.49313545,88.31587219
22.49305916,88.31583405
22.49299812,88.31581879
22.49297714,88.31578827
22.49290276,88.31577301
22.49285126,88.31574249
22.49276161,88.31567383
22.4926796,88.31574249
22.49258232,88.31560516
22.4926548,88.31555939
22.49246788,88.3155899
22.49241066,88.3155899
22.49226952,88.31547546
22.49225235,88.31538391
22.49215508,88.31546021
22.49215508,88.31547546
22.49198723,88.31547546
22.4919548,88.31544495
22.49195099,88.31544495
22.49194336,88.31536102
22.49189949,88.31531525
22.49187851,88.31523132
22.49182892,88.31538391
22.49171638,88.31525421
22.49165535,88.31523132
22.49162102,88.31518555
22.49155235,88.31518555
22.49154472,88.31511688
22.49154091,88.31511688
22.49157333,88.31511688
22.4915123,88.31510162
22.49152756,88.31507111
22.49147606,88.31508636
22.49145126,88.31508636
22.49141121,88.31508636
22.49137306,88.31507111
22.49132538,88.31505585
22.49129295,88.31502533
22.49123573,88.31507111
22.49126053,88.31515503
22.4914341,88.31513977
22.49145126,88.31504059
22.4914341,88.31502533
22.49116707,88.31495667
22.49113274,88.31489563
22.49108124,88.31491089
22.49102783,88.31489563
22.49093437,88.31485748
22.49094582,88.31498718
22.49066544,88.31474304
22.49065781,88.31466675
22.49054337,88.31472778
22.49054337,88.31479645
22.49032784,88.31456757
22.49014473,88.31452179
22.49012375,88.31459808
22.49017334,88.31443787
22.48993683,88.31438446
22.48980713,88.31435394
22.48964119,88.31433868
22.48965263,88.31419373
22.48952675,88.31417847
22.48949814,88.31422424
22.4891758,88.3141098
22.48915291,88.31406403
22.48917198,88.3139801
22.48903084,88.31389618
22.48891258,88.31386566
22.48878098,88.3138504
22.48867989,88.31378937
22.48863602,88.3138504
22.48856163,88.31369019
22.48843956,88.31375122
22.48836708,88.31363678
22.48820877,88.31363678
22.48823166,88.3137207
22.48800087,88.31362152
22.48796844,88.313591
22.48795891,88.313591
22.4879837,88.31357574
22.48795509,88.31354523
22.48796463,88.31352234
22.48797226,88.31352234
22.48803329,88.3134613
22.48804474,88.3134613
22.48787498,88.31349182
22.48784256,88.3134079
22.48778534,88.31337738
22.48767471,88.31344604
22.48771477,88.31350708
22.4875164,88.31343079
22.48757744,88.31330109
22.48760986,88.3132782
22.48740196,88.31326294
22.48729706,88.31323242
22.4872551,88.3132019
22.48722649,88.3132019
22.48719025,88.3132019
22.48718262,88.3132019
22.48711395,88.31316376
22.48706436,88.3132019
22.48703575,88.31310272
22.48697472,88.3130722
22.48692131,88.3130722
22.48683739,88.31308746
22.48682404,88.31311798
22.48682404,88.31313324
22.48685265,88.31313324
22.4867878,88.31311798
22.48674393,88.31311798
22.48672676,88.31311798
22.48672295,88.31311798
22.48671532,88.31311798
22.48670578,88.31313324
22.48669434,88.31313324
22.48668671,88.3131485
22.48668289,88.3131485
22.48665047,88.31303406
22.48658371,88.31297302
22.48646164,88.31303406
22.48641777,88.31300354
22.48645782,88.31290436
22.48623085,88.31298828
22.48620987,88.31291962
22.48616219,88.31281281
22.48622322,88.31278992
22.48596191,88.31272888
22.48588943,88.31277466
22.48579979,88.31281281
22.48576736,88.31264496
22.48579025,88.31261444
22.48560715,88.31261444
22.48560715,88.31259918
22.48560333,88.3126297
22.48559952,88.3126297
22.48554611,88.3126297
22.4855175,88.31258392
22.4855175,88.31251526
22.48539543,88.31245422
22.48534012,88.31243134
22.4853344,88.31248474
22.48522949,88.3125
22.48513222,88.31246948
22.48524094,88.31238556
22.48523331,88.3123703
22.48525429,88.3123703
22.48527336,88.31238556
22.48521233,88.31235504
22.48497391,88.3123703
22.48494911,88.3123703
22.48495293,88.3122406
22.48486328,88.31222534
22.48467255,88.31222534
22.48459816,88.31218719
22.48452187,88.31204224
22.48443222,88.31202698
22.48424149,88.3120575
22.48423576,88.31201172
22.48400116,88.3118515
22.48400879,88.31181335
22.48386574,88.31181335
22.48387909,88.31188202
22.48358154,88.3116684
22.48350906,88.31169891
22.48355293,88.3115921
22.48343086,88.3115921
22.48321533,88.31147766
22.4830761,88.31150818
22.48301506,88.31150818
22.4830761,88.31136322
22.48274422,88.31126404
22.48261642,88.3112793
22.48256111,88.31113434
22.48246193,88.31123352
22.48233604,88.3111496
22.48238945,88.31108093
22.48217392,88.31093597
22.48214912,88.31093597
22.48203468,88.31103516
22.48198318,88.31090546
22.48188019,88.31080627
22.48187637,88.31077576
22.48178291,88.31082153
22.48170662,88.31087494
22.48169327,88.31087494
22.48168945,88.31083679
22.48168564,88.31082153
22.48168182,88.31080627
22.48165321,88.31082153
22.48163986,88.31080627
22.48163605,88.31079102
22.48163605,88.31077576
22.4816246,88.3107605
22.48162079,88.31074524
22.48161697,88.31074524
22.48161125,88.31074524
22.48159599,88.31074524
22.48150635,88.3107605
22.48147011,88.31067657
22.48151779,88.31064606
22.48152351,88.31059265
22.48138046,88.31059265
22.48136711,88.31059265
22.4813633,88.31059265
22.48135948,88.31059265
22.48135567,88.31059265
22.48134804,88.31059265
22.4813118,88.31056213
22.48131561,88.31053162
22.4812336,88.31054688
22.4812088,88.31051636
22.48120117,88.31057739
22.48110771,88.31046295
22.48096466,88.31047821
22.48096085,88.31061554
22.48106766,88.31066132
22.48134041,88.3107605
22.48169327,88.31070709
22.48181915,88.31093597
22.48068428,88.31056213
22.4806633,88.3103714
22.48056221,88.31040192
22.48047256,88.31047821
22.48018837,88.31047821
22.48006248,88.3103714
22.48011017,88.31031799
22.47995949,88.31038666
22.47992325,88.31044769
22.47975731,88.31033325
22.47965813,88.31040192
22.47961807,88.31027222
22.47954941,88.31027222
22.47946358,88.31025696
22.47945213,88.31025696
22.47937393,88.31028748
22.47931671,88.31027222
22.4793129,88.31030273
22.47930527,88.31040192
22.47897148,88.31027222
22.47890663,88.31038666
22.47882462,88.31025696
22.47873497,88.31021881
22.47852707,88.31021881
22.47840118,88.31033325
22.47825432,88.31023407
22.47821045,88.31017303
22.47812462,88.31017303
22.47787285,88.31025696
22.47776604,88.31015778
22.47772217,88.31018829
22.47760391,88.31017303
22.47750664,88.31025696
22.47741318,88.31015778
22.47733498,88.31012726
22.47719765,88.31012726
22.4771843,88.31020355
22.47703362,88.31010437
22.47700691,88.31005859
22.47696877,88.31005859
22.47690773,88.31014252
22.47690392,88.31017303
22.47692871,88.31017303
22.47693253,88.31017303
22.47693634,88.31017303
22.47687912,88.31012726
22.47685051,88.31015778
22.47674179,88.31014252
22.47665215,88.31001282
22.47670174,88.30998993
22.47659874,88.30995941
22.47655869,88.30995941
22.47650528,88.30994415
22.47645187,88.30995941
22.47642899,88.30994415
22.47639656,88.30997467
22.47626114,88.30997467
22.4761467,88.31008911
22.4762249,88.31018829
22.47649765,88.31014252
22.47653008,88.31012726
22.47684288,88.31001282
22.47598839,88.30988312
22.47595978,88.30994415
22.47585869,88.31007385
22.47562218,88.30994415
22.47559738,88.30998993
22.47550392,88.30998993
22.47546768,88.30984497
22.47517967,88.30998993
22.47508621,88.31004333
22.47504807,88.31002808
22.47496414,88.30998993
22.47494316,88.31007385
22.47480965,88.31007385
22.47471046,88.31004333
22.47464561,88.31008911
22.47464943,88.31010437
22.47465324,88.31010437
22.47465897,88.31012726
22.47466278,88.31014252
22.47469139,88.31015778
22.47469902,88.31014252
22.47470284,88.31012726
22.474617,88.31008911
22.47460938,88.31005859
22.47462082,88.31002808
22.47460938,88.30997467
22.47457695,88.30992889
22.47455215,88.30995941
22.47454834,88.30998993
22.4745369,88.30998993
22.47452736,88.30998993
22.47449875,88.30992889
22.47447586,88.30992889
22.47443771,88.30989838
22.47439003,88.30986023
22.47435379,88.30982971
22.47434807,88.30988312
22.47439384,88.30994415
22.47447968,88.30984497
22.47454071,88.30981445
22.47453117,88.30978394
22.47457314,88.30974579
22.47456932,88.30973053
22.47458839,88.30971527
22.47462654,88.30970001
22.47462654,88.30978394
22.47468185,88.30978394
22.47472382,88.30992889
22.47478867,88.30995941
22.47488976,88.30982971
22.47467804,88.31023407
22.47467422,88.31023407
22.47467804,88.31025696
22.47468185,88.31025696
22.47468758,88.31025696
22.47468758,88.31027222
22.47469139,88.31027222
22.47469902,88.31028748
22.47471428,88.31030273
22.47474861,88.31034851
22.47473907,88.31041718
22.47471046,88.31053162
22.47467422,88.31061554
22.4746418,88.3106308
22.47461319,88.31064606
22.47461319,88.31066132
22.47460938,88.31066132
22.47460556,88.31066132
22.47460175,88.31066132
22.47459793,88.31066132
22.47459793,88.31067657
22.47460175,88.31067657
22.47459221,88.31067657
22.47459221,88.31069183
22.47454834,88.31069183
22.47451973,88.31069183
22.47451591,88.31069183
22.4745121,88.31069183
22.4745121,88.31070709
22.4744873,88.31070709
22.47447968,88.31070709
22.47446632,88.31072235
22.47443771,88.31072235
22.47441864,88.31074524
22.47441483,88.31074524
22.4744091,88.31074524
22.47440529,88.3107605
22.47440147,88.3107605
22.47439766,88.3107605
22.47439384,88.3107605
22.47439003,88.3107605
22.4743576,88.31079102
22.47434425,88.31079102
22.47434044,88.31079102
22.47432899,88.31079102
22.47432899,88.31080627
22.47433281,88.31080627
22.47433662,88.31080627
22.47434044,88.31080627
22.47434425,88.31080627
22.47432518,88.31082153
22.47428322,88.31082153
22.4742794,88.31083679
22.47428322,88.31085968
22.47428703,88.31085968
22.47435379,88.3108902
22.47436142,88.3108902
22.47436905,88.3108902
22.47437286,88.3108902
22.47438622,88.3108902
22.47439766,88.3108902
22.47440529,88.31090546
22.4744091,88.31090546
22.47441483,88.31090546
22.47442245,88.31090546
22.47442627,88.31090546
22.47443008,88.31090546
22.4744339,88.31090546
22.47444344,88.31090546
22.47444725,88.31090546
22.47444725,88.3108902
22.47444344,88.3108902
22.47443771,88.3108902
22.4744339,88.3108902
22.47443008,88.3108902
22.47442627,88.3108902
22.4744339,88.31087494
22.47443771,88.31087494
22.47444344,88.31087494
22.47445107,88.31085968
22.47445869,88.31085968
22.47446632,88.31085968
22.47446632,88.31087494
22.47447014,88.31087494
22.47447968,88.31087494
22.4744873,88.31085968
22.4744873,88.31083679
22.47448349,88.31083679
22.47449112,88.31083679
22.47449493,88.31083679
22.47449875,88.31083679
22.47450829,88.31082153
22.4745121,88.31082153
22.47451591,88.31082153
22.47451973,88.31082153
22.4745121,88.31080627
22.47450447,88.31080627
22.47450447,88.31079102
22.47449875,88.31079102
22.47448349,88.31079102
22.47447586,88.31077576
22.47448349,88.3107605
22.4744873,88.3107605
22.47445488,88.31077576
22.47446632,88.31080627
22.47447014,88.31080627
22.47446251,88.31082153
22.47445869,88.31082153
22.47445488,88.31083679
22.47443771,88.31083679
22.47443771,88.31082153
22.4744339,88.31085968
22.47442627,88.31085968
22.47441864,88.31085968
22.47441483,88.31085968
22.4744091,88.31087494
22.47439003,88.31087494
22.4743824,88.31085968
22.47437286,88.31085968
22.47437286,88.31087494
22.47435379,88.31090546
22.47434807,88.31090546
22.47442627,88.31092072
22.47443771,88.31092072
22.47445869,88.3108902
22.47447586,88.31083679
22.47447968,88.31082153
22.4745369,88.31079102
22.47454071,88.31079102
22.47454453,88.31079102
22.47454834,88.31079102
22.47457314,88.31079102
22.47456932,88.31083679
22.47459221,88.31083679
22.47460556,88.31085968
22.47462082,88.31085968
22.47460556,88.31087494
22.47470284,88.3108902
22.47469521,88.31113434
22.47467041,88.31129456
22.47462082,88.31134796
22.47461319,88.31136322
22.47460938,88.31136322
22.47460556,88.31136322
22.47460175,88.31136322
22.47459793,88.31136322
22.47459221,88.31136322
22.47458839,88.31136322
22.47458458,88.31136322
22.47458458,88.31137848
22.47458076,88.31137848
22.47457695,88.31137848
22.47456932,88.31137848
22.47455215,88.31136322
22.47437286,88.31137848
22.47437668,88.31142426
22.47437668,88.31143951
22.47437286,88.31143951
22.4743824,88.31143951
22.47436142,88.31143951
22.47436142,88.31145477
22.47432899,88.31147766
22.47422218,88.31147766
22.47405624,88.31136322
22.47406769,88.31123352
22.4740715,88.31123352
22.47407722,88.31119537
22.47408485,88.31119537
22.47408485,88.31118011
22.47408104,88.31118011
22.47408867,88.31118011
22.4740963,88.31118011
22.47410965,88.31118011
22.47411728,88.31116486
22.47413254,88.3111496
22.47411346,88.31111908
22.47405243,88.31092072
22.47408104,88.3108902
22.47432518,88.31077576
22.47430801,88.31072235
22.47433281,88.31069183
22.47429657,88.31064606
22.47430801,88.31057739
22.47430801,88.31054688
22.47431564,88.31053162
22.47437286,88.31053162
22.47441483,88.31044769
22.47447014,88.31054688
22.47446632,88.31061554
22.47446632,88.31064606
22.47447968,88.31064606
22.47449493,88.31067657
22.47454071,88.31047821
22.47462654,88.31047821
22.47460556,88.31040192
22.47464943,88.31028748
22.47422218,88.31051636
22.47414589,88.31059265
22.47406006,88.31057739
22.47426033,88.30998993
