Latitude,Longitude
22.51851845,88.35831451
22.51851463,88.35831451
22.51851082,88.35829926
22.51849747,88.35831451
22.51851845,88.35832977
22.51852608,88.35838318
22.51848984,88.35826874
22.51848221,88.35822296
22.51841545,88.358284
22.51845741,88.35812378
22.51834297,88.35803986
22.51838303,88.3578949
22.51832199,88.35758209
22.51824951,88.35759735
22.51819611,88.35730743
22.51827431,88.35729218
22.51821327,88.35722351
22.51819992,88.35716248
22.51817131,88.35704803
22.51819992,88.35690308
22.51813126,88.35686493
22.51809502,88.35664368
22.51815224,88.35660553
22.51807022,88.35652924
22.51805496,88.35647583
22.51804924,88.35644531
22.51804924,88.35643005
22.51804543,88.35643005
22.51804161,88.35643005
22.51805496,88.35643005
22.51804161,88.35641479
22.5180378,88.35641479
22.51803398,88.35634613
22.51812363,88.35633087
22.51807404,88.35620117
22.51807022,88.3560257
22.51799774,88.35597229
22.51797295,88.35585785
22.51796913,88.35585785
22.51797676,88.35584259
22.51796913,88.35582733
22.5179615,88.35581207
22.5179615,88.35579681
22.51794815,88.35582733
22.51794815,88.35575867
22.5180378,88.35579681
22.51793671,88.35562897
22.51798058,88.35553741
22.51791191,88.35545349
22.51797295,88.35530853
22.51787949,88.35519409
22.51791954,88.35511017
22.51793671,88.35511017
22.51794815,88.35511017
22.51794815,88.35512543
22.51794434,88.35512543
22.5179081,88.35506439
22.51781082,88.35483551
22.51784325,88.35475159
22.51779747,88.35450745
22.51774025,88.35449219
22.51780128,88.35437775
22.51771164,88.35424805
22.51776123,88.35420227
22.51766777,88.35393524
22.5177002,88.35377502
22.51762772,88.35359955
22.51761818,88.35328674
22.5175457,88.35328674
22.51757431,88.35299683
22.51745605,88.35298157
22.5175457,88.35279846
22.5175457,88.35273743
22.51754951,88.35271454
22.51754189,88.35271454
22.5175457,88.35269928
22.5175457,88.3526535
22.51738739,88.35262299
22.51748848,88.3523407
22.51737404,88.35227966
22.5173378,88.35209656
22.5173378,88.35206604
22.51742744,88.35193634
